"column"	"row"	"left-p-value"	"p-value-log-sum"	"right-p-value"	"two-tail-p-value"	"corrected-left-p-value"	"corrected-right-p-value"	"corrected-two-tail-p-value"	"mean-group1"	"mean-group2"	"N"	"N-group1"	"N-group2"	"U1"	"U2"
No VS Yes	KMO	0.0292373226795562	-1.5211754698778364	0.9707626773204439	0.0584746453591124	0.1490913223827119	1	0.16851051456408334	-0.11764607679465781	0.14704918032786873	843	599	244	67011.5	79144.5
No VS Yes	KNCN	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	KNDC1	0.45157906641113327	-0.08438022235863557	0.5484209335888668	0.9031581328222665	1	1	1	0.10777602523659302	0.10836734693877552	464	317	147	23136	23463
No VS Yes	KNG1	0.5	0	0.5	1	1	1	1	0	0	834	592	242	71632	71632
No VS Yes	KNTC1	0.9999997694298	6.637196723501092	2.3057020004380036E-7	4.611404000876007E-7	1	9.105288694365348E-6	8.228246876169037E-6	0.07358096828046745	-0.209672131147541	843	599	244	89243	56913
No VS Yes	KPNA1	0.4932189533935694	-0.011780606796700455	0.5067810466064306	0.9864379067871388	1	1	1	0.006402337228714474	0.016782786885245874	843	599	244	73023.5	73132.5
No VS Yes	KPNA2	0.999999999999929	13.148409796207085	7.105427357601002E-14	1.4210854715202004E-13	1	4.524602914557363E-11	4.9080438395198515E-11	0.22023372287145246	-0.31022540983606556	843	599	244	96785.5	49370.5
No VS Yes	KPNA3	0.6039377685354207	0.18322875997652893	0.3960622314645793	0.7921244629291586	1	1	1	-8.26377295492489E-4	-0.01688524590163935	843	599	244	73923	72233
No VS Yes	KPNA4	0.9693214731421762	1.4996333321310744	0.03067852685782374	0.06135705371564748	1	0.17769651557188013	0.17523092972161858	0.05381469115191986	-0.02442622950819672	843	599	244	79076.5	67079.5
No VS Yes	KPNA5	0.7148644838756791	0.3991724049878665	0.28513551612432086	0.5702710322486417	1	0.9589381766075733	1	0.009707846410684468	-0.04081967213114749	843	599	244	74898	71258
No VS Yes	KPNA6	0.9987397836468535	2.8990072389199995	0.0012602163531465482	0.0025204327062930965	1	0.012975961914131993	0.01225748383201299	0.028889816360601003	-0.057827868852459025	843	599	244	82763.5	63392.5
No VS Yes	KPNA7	0.9012317723045978	0.9602192332488595	0.09876822769540217	0.19753645539080433	1	0.44340166903485567	0.4511039282190317	0.11025041736227051	0.0543647540983607	843	599	244	77209.5	68946.5
No VS Yes	KPNB1	0.9963493639243142	2.436043106687571	0.003650636075685887	0.007301272151371774	1	0.030930981835447534	0.029893112844786546	0.046135225375626046	-0.02864754098360657	843	599	244	81679.5	64476.5
No VS Yes	KPRP	0.5	0	0.5	1	1	1	1	0	0	809	568	241	68444	68444
No VS Yes	KPTN	5.5290685172681986E-5	-4.257324015064805	0.9999447093148273	1.1058137034536397E-4	7.60741587956611E-4	1	8.720265416128025E-4	-0.06519198664440734	0.16245901639344262	843	599	244	60682.5	85473.5
No VS Yes	KRAS	0.2814400903693274	-0.4070770215361236	0.7185599096306726	0.5628801807386548	0.9121846224679154	1	0.9992864125206106	0.015158597662771302	0.012438524590163952	843	599	244	71223	74933
No VS Yes	KRBA1	0.8829545407033366	0.8775837741295367	0.11704545929666349	0.23409091859332698	1	0.5051970608108688	0.516241412140284	-0.06043405676126882	-0.12745901639344265	843	599	244	76893	69263
No VS Yes	KRBA2	0.006864105524972686	-2.1604247271935235	0.9931358944750273	0.013728211049945371	0.045032156562256405	1	0.05075104436950958	-0.10194490818030048	0.035717213114754134	843	599	244	65177	80979
No VS Yes	KRCC1	0.7947732845583744	0.5880093658272068	0.20522671544162563	0.41045343088325126	1	0.7610381766249328	0.7904554920241954	-0.03687813021702838	-0.0788729508196721	843	599	244	75717	70439
No VS Yes	KREMEN1	0.24995447401114174	-0.47722671011209844	0.7500455259888583	0.4999089480222835	0.8360673534020083	1	0.9171373578689178	-0.05090150250417363	0.011270491803278708	843	599	244	70915	75241
No VS Yes	KREMEN2	0.2592606004334318	-0.455928922678742	0.7407393995665682	0.5185212008668636	0.8591564896783281	1	0.9411157486473751	0.21972454090150254	0.30827868852459017	843	599	244	71008	75148
No VS Yes	KRI1	0.2530366901792572	-0.4701157719772827	0.7469633098207429	0.5060733803585143	0.8438835737778597	1	0.9256132547855171	-0.0574624373956594	-0.01690573770491806	843	599	244	70946	75210
No VS Yes	KRIT1	0.9525917234877381	1.3030526366633612	0.047408276512261927	0.09481655302452385	1	0.25124537073871556	0.250236614555203	0.008414023372287117	-0.029959016393442593	843	599	244	78434	67722
No VS Yes	KRR1	0.7737926669037178	0.5341179300751906	0.2262073330962821	0.4524146661925642	1	0.816839770778476	0.8512330242849382	0.02427378964941568	-9.336099585062319E-4	840	599	241	74569.5	69789.5
No VS Yes	KRT1	0.5	0	0.5	1	1	1	1	0	0	838	596	242	72116	72116
No VS Yes	KRT10	0.021362200419555777	-1.660976000949306	0.9786377995804443	0.042724400839111554	0.11534116532837523	1	0.13009490673917756	0.06154424040066777	0.18915983606557374	843	599	244	66581	79575
No VS Yes	KRT12	0.4996162149851224	-6.667029877264197E-4	0.5003837850148776	0.9992324299702448	1	1	1	0.016910016977928734	2.5104602510460144E-4	828	589	239	70382.5	70388.5
No VS Yes	KRT13	0.5	0	0.5	1	1	1	1	0	0	834	592	242	71632	71632
No VS Yes	KRT14	0.5	0	0.5	1	1	1	1	0	0	832	590	242	71390	71390
No VS Yes	KRT15	0.7333623660855634	0.43939717269855705	0.2666376339144366	0.5332752678288732	1	0.9133089706294293	0.9600273992887136	0.2067779632721202	0.11352459016393444	843	599	244	75075.5	71080.5
No VS Yes	KRT16	0.9969752426035559	2.5179938264424178	0.0030247573964441443	0.006049514792888289	1	0.026567017873854452	0.02550609620001752	0.661619365609349	-0.05473251028806579	842	599	243	81556.5	64000.5
No VS Yes	KRT17	0.960387437258283	1.3846135303839546	0.03961256274171693	0.07922512548343386	1	0.21880867199456921	0.21611383962194533	-0.1043071786310517	-0.513422131147541	843	599	244	78705.5	67450.5
No VS Yes	KRT18	5.537207135586364E-7	-6.256708989638546	0.9999994462792865	1.1074414271172728E-6	1.5024190386397249E-5	1	1.717377013726687E-5	-0.2543906510851419	0.18686475409836065	843	599	244	57459	88697
No VS Yes	KRT19	0.004707905674607771	-2.325122801513895	0.9952920943253922	0.009415811349215542	0.032764000659659336	1	0.03700404780385055	-0.2242487479131886	-0.04674999999999995	839	599	240	63643	80117
No VS Yes	KRT2	0.5	0	0.5	1	1	1	1	0	0	841	598	243	72657	72657
No VS Yes	KRT20	0.5667426475437239	0.11663995314811901	0.43325735245627606	0.8665147049125521	1	1	1	0.062088285229202005	0.05560165975103749	830	589	241	71501.5	70447.5
No VS Yes	KRT222	2.4055217187263223E-4	-3.6186862345823325	0.9997594478281273	4.8110434374526445E-4	0.0026268658125662525	1	0.003012742228794485	-0.0315859766277129	0.197561475409836	843	599	244	61885	84271
No VS Yes	KRT23	0.5880548492855616	0.15457844080374558	0.4119451507144384	0.8238903014288768	1	1	1	-0.09709030100334445	-0.1439344262295082	842	598	244	73668.5	72243.5
No VS Yes	KRT24	0.5	0	0.5	1	1	1	1	0	0	820	584	236	68912	68912
No VS Yes	KRT25	0.5	0	0.5	1	1	1	1	0	0	820	583	237	69085.5	69085.5
No VS Yes	KRT26	0.5	0	0.5	1	1	1	1	0	0	821	584	237	69204	69204
No VS Yes	KRT27	0.5	0	0.5	1	1	1	1	0	0	821	584	237	69204	69204
No VS Yes	KRT28	0.5	0	0.5	1	1	1	1	0	0	817	581	236	68558	68558
No VS Yes	KRT3	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	KRT31	0.5	0	0.5	1	1	1	1	0	0	831	590	241	71095	71095
No VS Yes	KRT32	0.5	0	0.5	1	1	1	1	0	0	833	590	243	71685	71685
No VS Yes	KRT33A	0.5	0	0.5	1	1	1	1	0	0	832	590	242	71390	71390
No VS Yes	KRT33B	0.5	0	0.5	1	1	1	1	0	0	834	592	242	71632	71632
No VS Yes	KRT34	0.5	0	0.5	1	1	1	1	0	0	830	589	241	70974.5	70974.5
No VS Yes	KRT35	0.5	0	0.5	1	1	1	1	0	0	833	591	242	71511	71511
No VS Yes	KRT36	0.5	0	0.5	1	1	1	1	0	0	831	590	241	71095	71095
No VS Yes	KRT37	0.5	0	0.5	1	1	1	1	0	0	834	591	243	71806.5	71806.5
No VS Yes	KRT38	0.5	0	0.5	1	1	1	1	0	0	834	591	243	71806.5	71806.5
No VS Yes	KRT39	0.5	0	0.5	1	1	1	1	0	0	830	588	242	71148	71148
No VS Yes	KRT4	0.5	0	0.5	1	1	1	1	0	0	841	597	244	72834	72834
No VS Yes	KRT40	0.5	0	0.5	1	1	1	1	0	0	829	589	240	70680	70680
No VS Yes	KRT5	0.9985617797325888	2.8415495347371285	0.0014382202674112499	0.0028764405348224997	1	0.014401284712058494	0.01366912984563388	-0.0872203672787982	-0.8583196721311478	843	599	244	82634.5	63521.5
No VS Yes	KRT6A	0.9946819965611274	2.271935643585031	0.005318003438872565	0.01063600687774513	1	0.04206714133303814	0.04096973764608932	0.6118196994991655	0.2218852459016395	843	599	244	81268	64888
No VS Yes	KRT6B	0.942883099184961	1.2176932168241807	0.057116900815038896	0.11423380163007779	1	0.29060451633159745	0.29100414749544884	0.059499165275459155	-0.28532786885245903	843	599	244	78142	68014
No VS Yes	KRT6C	0.9707425035212619	1.5208668839934592	0.0292574964787381	0.0585149929574762	1	0.17111940463468606	0.16857910525865863	0.42784655592654447	0.17777789711934172	842	599	243	78828	66729
No VS Yes	KRT7	0.20535975524229055	-0.5876552181805657	0.7946402447577094	0.4107195104845811	0.7166665066915832	1	0.7906690094609644	-0.6129549248747912	-0.3314344262295081	843	599	244	70440.5	75715.5
No VS Yes	KRT71	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	KRT72	0.5	0	0.5	1	1	1	1	0	0	841	599	242	72479	72479
No VS Yes	KRT73	0.5	0	0.5	1	1	1	1	0	0	841	598	243	72657	72657
No VS Yes	KRT74	0.5	0	0.5	1	1	1	1	0	0	842	599	243	72778.5	72778.5
No VS Yes	KRT76	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	KRT78	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	KRT79	0.5	0	0.5	1	1	1	1	0	0	841	598	243	72657	72657
No VS Yes	KRT8	2.3887271429418044E-4	-3.6217297020646715	0.9997611272857059	4.777454285883609E-4	0.0026127264085735453	1	0.002998157868292279	-0.14702838063439064	0.1523770491803279	843	599	244	61879	84277
No VS Yes	KRT80	0.9777689356098729	1.643275978745949	0.022231064390127175	0.04446212878025435	1	0.13640541977645934	0.13444202376543152	-0.097804674457429	-0.28446721311475415	843	599	244	79521.5	66634.5
No VS Yes	KRT81	0.9907419760016694	2.029442261467205	0.009258023998330589	0.018516047996661178	1	0.06647313425439831	0.06499595349318946	0.6162186978297164	-0.0668442622950819	843	599	244	80629	65527
No VS Yes	KRT82	0.5	0	0.5	1	1	1	1	0	0	841	598	243	72657	72657
No VS Yes	KRT83	0.8752735692486158	0.8461853197354864	0.12472643075138418	0.24945286150276835	1	0.5294896832126991	0.5423709943279889	0.1502003856427381	-0.0018852131147541328	843	599	244	76770.5	69385.5
No VS Yes	KRT84	0.5	0	0.5	1	1	1	1	0	0	839	596	243	72414	72414
No VS Yes	KRT85	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	KRT86	0.9999931062782221	5.161543254246398	6.893721777923023E-6	1.3787443555846046E-5	1	1.676293182204504E-4	1.506416822184852E-4	0.4221284749582638	-0.12344269262295077	843	599	244	87016	59140
No VS Yes	KRT8P11	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	KRT9	0.5	0	0.5	1	1	1	1	0	0	832	590	242	71390	71390
No VS Yes	KRTAP1-1	0.5	0	0.5	1	1	1	1	0	0	831	590	241	71095	71095
No VS Yes	KRTAP1-3	0.5	0	0.5	1	1	1	1	0	0	832	591	241	71215.5	71215.5
No VS Yes	KRTAP1-5	0.5	0	0.5	1	1	1	1	0	0	831	591	240	70920	70920
No VS Yes	KRTAP10-1	0.5	0	0.5	1	1	1	1	0	0	839	596	243	72414	72414
No VS Yes	KRTAP10-10	0.5	0	0.5	1	1	1	1	0	0	841	598	243	72657	72657
No VS Yes	KRTAP10-11	0.5	0	0.5	1	1	1	1	0	0	840	597	243	72535.5	72535.5
No VS Yes	KRTAP10-12	0.5	0	0.5	1	1	1	1	0	0	840	597	243	72535.5	72535.5
No VS Yes	KRTAP10-2	0.5	0	0.5	1	1	1	1	0	0	839	596	243	72414	72414
No VS Yes	KRTAP10-3	0.5	0	0.5	1	1	1	1	0	0	840	597	243	72535.5	72535.5
No VS Yes	KRTAP10-4	0.5	0	0.5	1	1	1	1	0	0	837	595	242	71995	71995
No VS Yes	KRTAP10-5	0.5	0	0.5	1	1	1	1	0	0	839	596	243	72414	72414
No VS Yes	KRTAP10-6	0.5	0	0.5	1	1	1	1	0	0	840	597	243	72535.5	72535.5
No VS Yes	KRTAP10-7	0.5	0	0.5	1	1	1	1	0	0	839	596	243	72414	72414
No VS Yes	KRTAP10-8	0.5	0	0.5	1	1	1	1	0	0	840	598	242	72358	72358
No VS Yes	KRTAP10-9	0.5	0	0.5	1	1	1	1	0	0	839	596	243	72414	72414
No VS Yes	KRTAP11-1	0.5	0	0.5	1	1	1	1	0	0	841	599	242	72479	72479
No VS Yes	KRTAP12-1	0.5	0	0.5	1	1	1	1	0	0	840	597	243	72535.5	72535.5
No VS Yes	KRTAP12-2	0.5	0	0.5	1	1	1	1	0	0	840	597	243	72535.5	72535.5
No VS Yes	KRTAP12-3	0.5	0	0.5	1	1	1	1	0	0	840	597	243	72535.5	72535.5
No VS Yes	KRTAP12-4	0.5	0	0.5	1	1	1	1	0	0	840	597	243	72535.5	72535.5
No VS Yes	KRTAP13-1	0.5	0	0.5	1	1	1	1	0	0	840	598	242	72358	72358
No VS Yes	KRTAP13-2	0.5	0	0.5	1	1	1	1	0	0	840	598	242	72358	72358
No VS Yes	KRTAP13-3	0.5	0	0.5	1	1	1	1	0	0	839	597	242	72237	72237
No VS Yes	KRTAP13-4	0.5	0	0.5	1	1	1	1	0	0	839	598	241	72059	72059
No VS Yes	KRTAP15-1	0.5	0	0.5	1	1	1	1	0	0	839	598	241	72059	72059
No VS Yes	KRTAP17-1	0.5	0	0.5	1	1	1	1	0	0	830	590	240	70800	70800
No VS Yes	KRTAP19-1	0.5	0	0.5	1	1	1	1	0	0	840	598	242	72358	72358
No VS Yes	KRTAP19-2	0.5	0	0.5	1	1	1	1	0	0	839	597	242	72237	72237
No VS Yes	KRTAP19-3	0.5	0	0.5	1	1	1	1	0	0	840	598	242	72358	72358
No VS Yes	KRTAP19-4	0.5	0	0.5	1	1	1	1	0	0	839	597	242	72237	72237
No VS Yes	KRTAP19-5	0.5	0	0.5	1	1	1	1	0	0	840	598	242	72358	72358
No VS Yes	KRTAP19-6	0.5	0	0.5	1	1	1	1	0	0	839	597	242	72237	72237
No VS Yes	KRTAP19-7	0.5	0	0.5	1	1	1	1	0	0	840	598	242	72358	72358
No VS Yes	KRTAP19-8	0.5	0	0.5	1	1	1	1	0	0	841	599	242	72479	72479
No VS Yes	KRTAP2-1	0.5	0	0.5	1	1	1	1	0	0	831	590	241	71095	71095
No VS Yes	KRTAP2-2	0.5	0	0.5	1	1	1	1	0	0	830	589	241	70974.5	70974.5
No VS Yes	KRTAP2-4	0.5	0	0.5	1	1	1	1	0	0	831	590	241	71095	71095
No VS Yes	KRTAP20-1	0.5	0	0.5	1	1	1	1	0	0	841	599	242	72479	72479
No VS Yes	KRTAP20-2	0.5	0	0.5	1	1	1	1	0	0	841	599	242	72479	72479
No VS Yes	KRTAP20-3	0.5	0	0.5	1	1	1	1	0	0	840	598	242	72358	72358
No VS Yes	KRTAP20-4	0.5	0	0.5	1	1	1	1	0	0	841	599	242	72479	72479
No VS Yes	KRTAP21-1	0.5	0	0.5	1	1	1	1	0	0	842	599	243	72778.5	72778.5
No VS Yes	KRTAP21-2	0.5	0	0.5	1	1	1	1	0	0	842	599	243	72778.5	72778.5
No VS Yes	KRTAP22-1	0.5	0	0.5	1	1	1	1	0	0	841	599	242	72479	72479
No VS Yes	KRTAP22-2	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	KRTAP23-1	0.5	0	0.5	1	1	1	1	0	0	839	597	242	72237	72237
No VS Yes	KRTAP24-1	0.5	0	0.5	1	1	1	1	0	0	839	597	242	72237	72237
No VS Yes	KRTAP25-1	0.5	0	0.5	1	1	1	1	0	0	840	598	242	72358	72358
No VS Yes	KRTAP26-1	0.5	0	0.5	1	1	1	1	0	0	840	598	242	72358	72358
No VS Yes	KRTAP27-1	0.5	0	0.5	1	1	1	1	0	0	840	598	242	72358	72358
No VS Yes	KRTAP3-1	0.5	0	0.5	1	1	1	1	0	0	831	590	241	71095	71095
No VS Yes	KRTAP3-2	0.5	0	0.5	1	1	1	1	0	0	829	590	239	70505	70505
No VS Yes	KRTAP3-3	0.5	0	0.5	1	1	1	1	0	0	830	589	241	70974.5	70974.5
No VS Yes	KRTAP4-1	0.6050759128467282	0.18529624170158776	0.3949240871532718	0.7898481743065436	1	1	1	0.012098159052453275	-0.010456419087136902	832	591	241	72053.5	70377.5
No VS Yes	KRTAP4-11	0.5	0	0.5	1	1	1	1	0	0	831	590	241	71095	71095
No VS Yes	KRTAP4-12	0.5	0	0.5	1	1	1	1	0	0	829	589	240	70680	70680
No VS Yes	KRTAP4-16P	0.5	0	0.5	1	1	1	1	0	0	841	597	244	72834	72834
No VS Yes	KRTAP4-2	0.5	0	0.5	1	1	1	1	0	0	830	589	241	70974.5	70974.5
No VS Yes	KRTAP4-3	0.5	0	0.5	1	1	1	1	0	0	830	589	241	70974.5	70974.5
No VS Yes	KRTAP4-4	0.5	0	0.5	1	1	1	1	0	0	830	589	241	70974.5	70974.5
No VS Yes	KRTAP4-5	0.5	0	0.5	1	1	1	1	0	0	830	589	241	70974.5	70974.5
No VS Yes	KRTAP4-6	0.5	0	0.5	1	1	1	1	0	0	839	596	243	72414	72414
No VS Yes	KRTAP4-7	0.5	0	0.5	1	1	1	1	0	0	830	589	241	70974.5	70974.5
No VS Yes	KRTAP4-8	0.5	0	0.5	1	1	1	1	0	0	830	589	241	70974.5	70974.5
No VS Yes	KRTAP4-9	0.5	0	0.5	1	1	1	1	0	0	829	589	240	70680	70680
No VS Yes	KRTAP5-1	0.31461304537409535	-0.33815910738527855	0.6853869546259046	0.6292260907481907	0.9897900301973045	1	1	0.08519198664440741	0.05743852459016398	843	599	244	71530	74626
No VS Yes	KRTAP5-10	0.5	0	0.5	1	1	1	1	0	0	807	573	234	67041	67041
No VS Yes	KRTAP5-11	0.5	0	0.5	1	1	1	1	0	0	808	574	234	67158	67158
No VS Yes	KRTAP5-2	0.576789898896098	0.13446162132776943	0.423210101103902	0.846420202207804	1	1	1	0.035759654424040055	0.021721360655737754	843	599	244	73699	72457
No VS Yes	KRTAP5-3	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	KRTAP5-4	0.5	0	0.5	1	1	1	1	0	0	841	597	244	72834	72834
No VS Yes	KRTAP5-5	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	KRTAP5-7	0.5	0	0.5	1	1	1	1	0	0	802	570	232	66120	66120
No VS Yes	KRTAP5-8	0.5	0	0.5	1	1	1	1	0	0	804	571	233	66521.5	66521.5
No VS Yes	KRTAP5-9	0.5	0	0.5	1	1	1	1	0	0	806	573	233	66754.5	66754.5
No VS Yes	KRTAP6-1	0.5	0	0.5	1	1	1	1	0	0	839	598	241	72059	72059
No VS Yes	KRTAP6-2	0.5	0	0.5	1	1	1	1	0	0	841	599	242	72479	72479
No VS Yes	KRTAP6-3	0.5	0	0.5	1	1	1	1	0	0	840	598	242	72358	72358
No VS Yes	KRTAP7-1	0.5	0	0.5	1	1	1	1	0	0	842	599	243	72778.5	72778.5
No VS Yes	KRTAP8-1	0.5	0	0.5	1	1	1	1	0	0	842	599	243	72778.5	72778.5
No VS Yes	KRTAP9-2	0.5	0	0.5	1	1	1	1	0	0	829	589	240	70680	70680
No VS Yes	KRTAP9-4	0.5	0	0.5	1	1	1	1	0	0	829	589	240	70680	70680
No VS Yes	KRTAP9-7	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	KRTAP9-8	0.5	0	0.5	1	1	1	1	0	0	829	589	240	70680	70680
No VS Yes	KRTAP9-9	0.5	0	0.5	1	1	1	1	0	0	829	589	240	70680	70680
No VS Yes	KRTCAP2	0.8764237644390194	0.8507791836549606	0.12357623556098063	0.24715247112196126	1	0.5260315337426577	0.538806665673714	0.10505008347245406	0.029180327868852433	843	599	244	76788.5	69367.5
No VS Yes	KRTCAP3	0.9999999723307056	7.55800190355216	2.7669294411225565E-8	5.533858882245113E-8	1	1.5075326529880837E-6	1.3887123453634071E-6	-0.0949833055091819	-0.530061475409836	843	599	244	90498	55658
No VS Yes	KRTDAP	0.5	0	0.5	1	1	1	1	0	0	833	590	243	71685	71685
No VS Yes	KSR1	0.9935117731952199	2.185046995079302	0.006488226804780173	0.012976453609560346	1	0.04968455377715355	0.04849985238481496	0.06084317362270454	-0.1176843155737705	843	599	244	81043.5	65112.5
No VS Yes	KSR2	0.05241624163083769	-1.2571517305064783	0.9475837583691623	0.10483248326167538	0.2414844575427492	1	0.2713977272802896	-0.1569782971619366	8.811475409835361E-4	843	599	244	67878	78278
No VS Yes	KTELC1	0.9602539271336907	1.383091867572308	0.03974607286630932	0.07949214573261865	1	0.21924897855895645	0.2166681987150308	0.025659432387312227	-0.03256147540983605	843	599	244	78700.5	67455.5
No VS Yes	KTI12	0.9989959341240788	2.9978015132263724	0.0010040658759211674	0.0020081317518423347	1	0.010808161834995049	0.010141189766367102	0.08933222036727878	-0.027069672131147547	843	599	244	82982	63174
No VS Yes	KTN1	3.4369937567668707E-6	-5.463819764079654	0.9999965630062433	6.873987513533741E-6	7.175780920249849E-5	1	8.307902939696148E-5	-0.0771285475792988	0.09739754098360666	843	599	244	58658	87498
No VS Yes	KXD1	0.5	0	0.5	1	1	1	1	0	0	842	598	244	72956	72956
No VS Yes	KY	0.7512082718012849	0.4799244245622925	0.2487917281987151	0.4975834563974302	1	0.8724193848744136	0.9138583227589396	0.19941569282136912	0.076358024691358	842	599	243	74947.5	70609.5
No VS Yes	KYNU	0.9112991030245581	1.011732931209127	0.08870089697544187	0.17740179395088373	1	0.40920493042077855	0.4142221101566584	0.3390901502504174	0.1434016393442623	843	599	244	77402.5	68753.5
No VS Yes	L1CAM	0.9996877327857017	3.505337973913757	3.1226721429833404E-4	6.245344285966681E-4	1	0.004063262468555014	0.0037718251486408725	0.554983305509182	-0.0564344262295082	843	599	244	84045.5	62110.5
No VS Yes	L1TD1	0.005454617642615289	-2.260860292467573	0.9945453823573847	0.010909235285230579	0.03713623244355889	1	0.04185605110283252	-0.07736622073578588	0.07366803278688523	842	598	244	64806	81106
No VS Yes	L2HGDH	0.7756540412854287	0.5387498088606987	0.22434595871457125	0.4486919174291425	1	0.8115564709261173	0.8457122561699785	-0.0073038397328881125	-0.008319672131147527	843	599	244	75507	70649
No VS Yes	L3MBTL	0.17661012948392957	-0.668589910988463	0.8233898705160705	0.35322025896785914	0.6381955326288408	1	0.7061286389667484	-0.2253505843071786	-0.17928278688524593	843	599	244	70101.5	76054.5
No VS Yes	L3MBTL1	0.5	0	0.5	1	1	1	1	0	0	841	598	243	72657	72657
No VS Yes	L3MBTL2	0.9050546844908898	0.9792012785725911	0.09494531550911028	0.18989063101822057	1	0.4304117228318443	0.4372699048771929	-0.02218697829716195	-0.05803278688524591	843	599	244	77281	68875
No VS Yes	L3MBTL3	0.9737056693877408	1.5685655794458395	0.02629433061225922	0.05258866122451844	1	0.15680408981153238	0.15452042534563984	0.02421535893155259	-0.11702868852459018	843	599	244	79292.5	66863.5
No VS Yes	L3MBTL4	0.9998241858823851	3.7548698928400577	1.7581411761496968E-4	3.5162823522993936E-4	1	0.0025087985116528273	0.002323323135304953	0.46556779661016956	-0.1113389121338911	829	590	239	81666.5	59343.5
No VS Yes	LACE1	0.21162507374190587	-0.5711656809296631	0.7883749262580941	0.42325014748381173	0.7336311887782947	1	0.8085280074320458	-0.024198664440734576	0.01252049180327867	843	599	244	70510.5	75645.5
No VS Yes	LACTB	0.0020508579709587194	-2.687172824116385	0.9979491420290413	0.004101715941917439	0.01622925548513624	1	0.018479032887121744	0.0021452420701168853	0.1246516393442623	843	599	244	63875.5	82280.5
No VS Yes	LACTB2	0.9999997302654335	6.569063278037731	2.6973456646040006E-7	5.394691329208001E-7	1	1.0351000491080173E-5	9.41161174788283E-6	0.13550918196994988	-0.12827868852459015	843	599	244	89146.5	57009.5
