Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	defense response to symbiont (GO:0140546)	1/124	4.639233e-01	5.330152e-01	0	0	1.624127e+00	1.247389e+00	BNIP3L
GO_Biological_Process_2021	cellular response to oxidative stress (GO:0034599)	1/125	4.666204e-01	5.330152e-01	0	0	1.610948e+00	1.227928e+00	GPX8
GO_Biological_Process_2021	regulation of phosphorylation (GO:0042325)	1/125	4.666204e-01	5.330152e-01	0	0	1.610948e+00	1.227928e+00	PSEN1
GO_Biological_Process_2021	regulation of protein secretion (GO:0050708)	1/125	4.666204e-01	5.330152e-01	0	0	1.610948e+00	1.227928e+00	RHBDF2
GO_Biological_Process_2021	cellular macromolecule biosynthetic process (GO:0034645)	2/314	4.672536e-01	5.330152e-01	0	0	1.281266e+00	9.748941e-01	BLM;CDC45
GO_Biological_Process_2021	cilium assembly (GO:0060271)	2/314	4.672536e-01	5.330152e-01	0	0	1.281266e+00	9.748941e-01	EXOC6;IFT46
GO_Biological_Process_2021	synapse organization (GO:0050808)	1/126	4.693040e-01	5.345623e-01	0	0	1.597980e+00	1.208879e+00	PSEN1
GO_Biological_Process_2021	plasma membrane bounded cell projection organization (GO:0120036)	1/128	4.746313e-01	5.398318e-01	0	0	1.572656e+00	1.171970e+00	FAM161B
GO_Biological_Process_2021	cellular response to insulin stimulus (GO:0032869)	1/129	4.772751e-01	5.420381e-01	0	0	1.560290e+00	1.154088e+00	LPIN1
GO_Biological_Process_2021	positive regulation of transcription by RNA polymerase II (GO:0045944)	5/908	4.780753e-01	5.421027e-01	0	0	1.107245e+00	8.171324e-01	MUC1;NFIA;WNT5A;FOXM1;LPIN1
GO_Biological_Process_2021	proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161)	2/321	4.787400e-01	5.421027e-01	0	0	1.252703e+00	9.227380e-01	UBE2S;MAD2L1
GO_Biological_Process_2021	protein glycosylation (GO:0006486)	1/130	4.799057e-01	5.426246e-01	0	0	1.548117e+00	1.136574e+00	GALNT10
GO_Biological_Process_2021	cellular response to hypoxia (GO:0071456)	1/131	4.825232e-01	5.439866e-01	0	0	1.536131e+00	1.119419e+00	BNIP3L
GO_Biological_Process_2021	cellular response to metal ion (GO:0071248)	1/131	4.825232e-01	5.439866e-01	0	0	1.536131e+00	1.119419e+00	WNT5A
GO_Biological_Process_2021	defense response to virus (GO:0051607)	1/133	4.877191e-01	5.490405e-01	0	0	1.512703e+00	1.086144e+00	BNIP3L
GO_Biological_Process_2021	positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	1/134	4.902976e-01	5.511374e-01	0	0	1.501253e+00	1.070007e+00	LRP8
GO_Biological_Process_2021	protein localization to plasma membrane (GO:0072659)	1/136	4.954162e-01	5.544629e-01	0	0	1.478863e+00	1.038690e+00	TSPAN15
GO_Biological_Process_2021	negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	1/136	4.954162e-01	5.544629e-01	0	0	1.478863e+00	1.038690e+00	RHBDF2
GO_Biological_Process_2021	cellular calcium ion homeostasis (GO:0006874)	1/136	4.954162e-01	5.544629e-01	0	0	1.478863e+00	1.038690e+00	PSEN1
GO_Biological_Process_2021	regulation of inflammatory response to antigenic stimulus (GO:0002861)	1/137	4.979564e-01	5.564970e-01	0	0	1.467914e+00	1.023493e+00	RHBDF2
GO_Biological_Process_2021	positive regulation of cytokine production (GO:0001819)	2/335	5.012609e-01	5.588876e-01	0	0	1.199179e+00	8.281871e-01	C1QTNF3;WNT5A
GO_Biological_Process_2021	regulation of cellular component organization (GO:0051128)	1/139	5.029988e-01	5.588876e-01	0	0	1.446494e+00	9.939835e-01	WNT5A
GO_Biological_Process_2021	positive regulation of response to external stimulus (GO:0032103)	1/139	5.029988e-01	5.588876e-01	0	0	1.446494e+00	9.939835e-01	WNT5A
GO_Biological_Process_2021	protein dephosphorylation (GO:0006470)	1/139	5.029988e-01	5.588876e-01	0	0	1.446494e+00	9.939835e-01	PTPRT
GO_Biological_Process_2021	enzyme linked receptor protein signaling pathway (GO:0007167)	1/140	5.055012e-01	5.600517e-01	0	0	1.436015e+00	9.796562e-01	PTPRT
GO_Biological_Process_2021	protein localization to cell periphery (GO:1990778)	1/140	5.055012e-01	5.600517e-01	0	0	1.436015e+00	9.796562e-01	TSPAN15
GO_Biological_Process_2021	positive regulation of cellular catabolic process (GO:0031331)	1/141	5.079912e-01	5.620017e-01	0	0	1.425685e+00	9.656043e-01	PSEN1
GO_Biological_Process_2021	Ras protein signal transduction (GO:0007265)	1/142	5.104687e-01	5.639324e-01	0	0	1.415503e+00	9.518208e-01	CCNA2
GO_Biological_Process_2021	regulation of cytosolic calcium ion concentration (GO:0051480)	1/148	5.250764e-01	5.792390e-01	0	0	1.357315e+00	8.743976e-01	WNT5A
GO_Biological_Process_2021	regulation of G2/M transition of mitotic cell cycle (GO:0010389)	1/149	5.274687e-01	5.802156e-01	0	0	1.348075e+00	8.623175e-01	CDC25A
GO_Biological_Process_2021	positive regulation of hydrolase activity (GO:0051345)	1/149	5.274687e-01	5.802156e-01	0	0	1.348075e+00	8.623175e-01	ARHGAP11A
GO_Biological_Process_2021	regulation of cytokine production (GO:0001817)	1/150	5.298491e-01	5.811735e-01	0	0	1.338960e+00	8.504579e-01	C1QTNF3
GO_Biological_Process_2021	cellular response to organic cyclic compound (GO:0071407)	1/150	5.298491e-01	5.811735e-01	0	0	1.338960e+00	8.504579e-01	BLM
GO_Biological_Process_2021	ubiquitin-dependent protein catabolic process (GO:0006511)	2/354	5.308239e-01	5.814145e-01	0	0	1.133349e+00	7.177781e-01	UBE2S;MAD2L1
GO_Biological_Process_2021	dephosphorylation (GO:0016311)	1/153	5.369193e-01	5.872555e-01	0	0	1.312334e+00	8.161503e-01	PTPRT
GO_Biological_Process_2021	negative regulation of cellular process (GO:0048523)	3/566	5.409650e-01	5.906687e-01	0	0	1.062259e+00	6.526524e-01	BNIP3L;BLM;FOXM1
GO_Biological_Process_2021	positive regulation of NF-kappaB transcription factor activity (GO:0051092)	1/155	5.415741e-01	5.906687e-01	0	0	1.295159e+00	7.942893e-01	WNT5A
GO_Biological_Process_2021	regulation of signal transduction by p53 class mediator (GO:1901796)	1/156	5.438842e-01	5.923491e-01	0	0	1.286738e+00	7.836481e-01	BLM
GO_Biological_Process_2021	cellular response to growth factor stimulus (GO:0071363)	1/158	5.484697e-01	5.948193e-01	0	0	1.270218e+00	7.629225e-01	WNT5A
GO_Biological_Process_2021	cellular response to starvation (GO:0009267)	1/158	5.484697e-01	5.948193e-01	0	0	1.270218e+00	7.629225e-01	ASNS
GO_Biological_Process_2021	skeletal system development (GO:0001501)	1/158	5.484697e-01	5.948193e-01	0	0	1.270218e+00	7.629225e-01	WNT5A
GO_Biological_Process_2021	response to lipopolysaccharide (GO:0032496)	1/159	5.507453e-01	5.964471e-01	0	0	1.262115e+00	7.528298e-01	WNT5A
GO_Biological_Process_2021	positive regulation of protein phosphorylation (GO:0001934)	2/371	5.562638e-01	6.015774e-01	0	0	1.080195e+00	6.335478e-01	CENPE;LRP8
GO_Biological_Process_2021	rRNA metabolic process (GO:0016072)	1/162	5.575043e-01	6.020734e-01	0	0	1.238409e+00	7.235839e-01	PIH1D2
GO_Biological_Process_2021	negative regulation of canonical Wnt signaling pathway (GO:0090090)	1/165	5.641626e-01	6.084106e-01	0	0	1.215570e+00	6.958081e-01	WNT5A
GO_Biological_Process_2021	positive regulation of macromolecule metabolic process (GO:0010604)	2/384	5.750591e-01	6.192944e-01	0	0	1.042740e+00	5.769296e-01	WNT5A;PSEN1
GO_Biological_Process_2021	rRNA processing (GO:0006364)	1/173	5.814370e-01	6.252883e-01	0	0	1.158562e+00	6.282336e-01	PIH1D2
GO_Biological_Process_2021	neuron differentiation (GO:0030182)	1/174	5.835480e-01	6.266834e-01	0	0	1.151807e+00	6.203961e-01	WNT5A
GO_Biological_Process_2021	mitochondrion organization (GO:0007005)	1/175	5.856486e-01	6.280632e-01	0	0	1.145129e+00	6.126848e-01	BNIP3L
GO_Biological_Process_2021	glycerophospholipid biosynthetic process (GO:0046474)	1/177	5.898182e-01	6.316551e-01	0	0	1.132002e+00	5.976301e-01	LPIN1
GO_Biological_Process_2021	negative regulation of immune response (GO:0050777)	1/178	5.918874e-01	6.329907e-01	0	0	1.125549e+00	5.902818e-01	RHBDF2
GO_Biological_Process_2021	negative regulation of cytokine production (GO:0001818)	1/182	6.000614e-01	6.408423e-01	0	0	1.100452e+00	5.620264e-01	C1QTNF3
GO_Biological_Process_2021	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	2/404	6.028464e-01	6.429248e-01	0	0	9.898467e-01	5.009543e-01	PTPRT;PSEN1
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	3/621	6.042760e-01	6.435582e-01	0	0	9.649685e-01	4.860779e-01	MUC1;BIRC5;LRP8
GO_Biological_Process_2021	regulation of cell migration (GO:0030334)	2/408	6.082391e-01	6.464330e-01	0	0	9.798934e-01	4.871906e-01	PTPRT;GTSE1
GO_Biological_Process_2021	positive regulation of cellular process (GO:0048522)	3/625	6.086544e-01	6.464330e-01	0	0	9.585640e-01	4.759315e-01	WNT5A;BIRC5;FOXM1
GO_Biological_Process_2021	negative regulation of cell differentiation (GO:0045596)	1/191	6.178651e-01	6.544101e-01	0	0	1.047847e+00	5.045227e-01	WNT5A
GO_Biological_Process_2021	negative regulation of Wnt signaling pathway (GO:0030178)	1/191	6.178651e-01	6.544101e-01	0	0	1.047847e+00	5.045227e-01	WNT5A
GO_Biological_Process_2021	ribosome biogenesis (GO:0042254)	1/192	6.197942e-01	6.555516e-01	0	0	1.042308e+00	4.986065e-01	PIH1D2
GO_Biological_Process_2021	negative regulation of macromolecule metabolic process (GO:0010605)	1/194	6.236235e-01	6.586970e-01	0	0	1.031402e+00	4.870368e-01	PSEN1
GO_Biological_Process_2021	protein localization to membrane (GO:0072657)	1/195	6.255238e-01	6.597991e-01	0	0	1.026034e+00	4.813799e-01	TSPAN15
GO_Biological_Process_2021	negative regulation of intracellular signal transduction (GO:1902532)	1/198	6.311679e-01	6.648417e-01	0	0	1.010255e+00	4.649024e-01	C1QTNF3
GO_Biological_Process_2021	endomembrane system organization (GO:0010256)	1/199	6.330305e-01	6.658928e-01	0	0	1.005102e+00	4.595692e-01	REEP6
GO_Biological_Process_2021	regulation of macromolecule metabolic process (GO:0060255)	1/200	6.348838e-01	6.669312e-01	0	0	1.000000e+00	4.543133e-01	PSEN1
GO_Biological_Process_2021	ncRNA processing (GO:0034470)	1/201	6.367278e-01	6.679570e-01	0	0	9.949495e-01	4.491331e-01	PIH1D2
GO_Biological_Process_2021	generation of neurons (GO:0048699)	1/202	6.385626e-01	6.689704e-01	0	0	9.899492e-01	4.440274e-01	WNT5A
GO_Biological_Process_2021	regulation of angiogenesis (GO:0045765)	1/203	6.403882e-01	6.699714e-01	0	0	9.849985e-01	4.389948e-01	WNT5A
GO_Biological_Process_2021	negative regulation of multicellular organismal process (GO:0051241)	1/214	6.598773e-01	6.884899e-01	0	0	9.336084e-01	3.881022e-01	EVL
GO_Biological_Process_2021	positive regulation of GTPase activity (GO:0043547)	1/214	6.598773e-01	6.884899e-01	0	0	9.336084e-01	3.881022e-01	ARHGAP11A
GO_Biological_Process_2021	extracellular structure organization (GO:0043062)	1/216	6.633067e-01	6.911315e-01	0	0	9.248297e-01	3.796590e-01	LOXL1
GO_Biological_Process_2021	external encapsulating structure organization (GO:0045229)	1/217	6.650086e-01	6.919684e-01	0	0	9.205013e-01	3.755234e-01	LOXL1
GO_Biological_Process_2021	cellular response to lipid (GO:0071396)	1/219	6.683867e-01	6.945449e-01	0	0	9.119637e-01	3.674195e-01	WNT5A
GO_Biological_Process_2021	positive regulation of cell motility (GO:2000147)	1/221	6.717312e-01	6.970795e-01	0	0	9.035813e-01	3.595323e-01	GTSE1
GO_Biological_Process_2021	regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	1/224	6.766853e-01	7.012755e-01	0	0	8.912896e-01	3.480922e-01	WNT5A
GO_Biological_Process_2021	regulation of cellular macromolecule biosynthetic process (GO:2000112)	2/468	6.825875e-01	7.064413e-01	0	0	8.510992e-01	3.250047e-01	CCNA2;NFIA
GO_Biological_Process_2021	neutrophil degranulation (GO:0043312)	2/481	6.971106e-01	7.197370e-01	0	0	8.274466e-01	2.985521e-01	LRG1;PSEN1
GO_Biological_Process_2021	regulation of transcription, DNA-templated (GO:0006355)	10/2244	6.973036e-01	7.197370e-01	0	0	8.786432e-01	3.167810e-01	FANK1;BLM;CDC45;NFIA;CCNE1;WNT5A;DEPDC1;BIRC5;PSEN1;FOXM1
GO_Biological_Process_2021	neutrophil activation involved in immune response (GO:0002283)	2/485	7.014687e-01	7.230668e-01	0	0	8.204251e-01	2.909054e-01	LRG1;PSEN1
GO_Biological_Process_2021	neutrophil mediated immunity (GO:0002446)	2/488	7.047036e-01	7.254302e-01	0	0	8.152347e-01	2.853142e-01	LRG1;PSEN1
GO_Biological_Process_2021	anterograde trans-synaptic signaling (GO:0098916)	1/244	7.078731e-01	7.277200e-01	0	0	8.171011e-01	2.823006e-01	CHRNA5
GO_Biological_Process_2021	positive regulation of phosphorylation (GO:0042327)	1/253	7.209174e-01	7.401418e-01	0	0	7.875581e-01	2.577132e-01	PSEN1
GO_Biological_Process_2021	central nervous system development (GO:0007417)	1/268	7.413884e-01	7.601452e-01	0	0	7.427458e-01	2.222523e-01	BTD
GO_Biological_Process_2021	positive regulation of cell migration (GO:0030335)	1/269	7.426990e-01	7.604764e-01	0	0	7.399367e-01	2.201048e-01	GTSE1
GO_Biological_Process_2021	inorganic cation transmembrane transport (GO:0098662)	1/274	7.491541e-01	7.660673e-01	0	0	7.261997e-01	2.097342e-01	SLC40A1
GO_Biological_Process_2021	extracellular matrix organization (GO:0030198)	1/300	7.802227e-01	7.967792e-01	0	0	6.621736e-01	1.643355e-01	LOXL1
GO_Biological_Process_2021	innate immune response (GO:0045087)	1/302	7.824483e-01	7.979937e-01	0	0	6.577066e-01	1.613535e-01	CFB
GO_Biological_Process_2021	chemical synaptic transmission (GO:0007268)	1/306	7.868328e-01	8.014038e-01	0	0	6.489485e-01	1.555786e-01	CHRNA5
GO_Biological_Process_2021	protein polyubiquitination (GO:0000209)	1/314	7.953411e-01	8.089995e-01	0	0	6.321038e-01	1.447418e-01	UBE2S
GO_Biological_Process_2021	negative regulation of gene expression (GO:0010629)	1/322	8.035130e-01	8.161711e-01	0	0	6.160987e-01	1.347789e-01	PSEN1
GO_Biological_Process_2021	cellular response to oxygen-containing compound (GO:1901701)	1/323	8.045115e-01	8.161711e-01	0	0	6.141540e-01	1.335908e-01	WNT5A
GO_Biological_Process_2021	cellular protein localization (GO:0034613)	1/329	8.103979e-01	8.210610e-01	0	0	6.027347e-01	1.267128e-01	WNT5A
GO_Biological_Process_2021	gene expression (GO:0010467)	1/356	8.347880e-01	8.446606e-01	0	0	5.561246e-01	1.004236e-01	TSPAN15
GO_Biological_Process_2021	negative regulation of cell population proliferation (GO:0008285)	1/379	8.530956e-01	8.620520e-01	0	0	5.216717e-01	8.288510e-02	WNT5A
GO_Biological_Process_2021	negative regulation of transcription by RNA polymerase II (GO:0000122)	2/684	8.607456e-01	8.686424e-01	0	0	5.750793e-01	8.623676e-02	PSEN1;FOXM1
GO_Biological_Process_2021	protein modification by small protein conjugation (GO:0032446)	1/409	8.739874e-01	8.808512e-01	0	0	4.825708e-01	6.499712e-02	UBE2S
GO_Biological_Process_2021	regulation of nucleic acid-templated transcription (GO:1903506)	1/430	8.868333e-01	8.926296e-01	0	0	4.584540e-01	5.505951e-02	NFIA
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	2/764	8.994229e-01	9.041196e-01	0	0	5.125609e-01	5.433247e-02	BIRC5;FOXM1
GO_Biological_Process_2021	regulation of gene expression (GO:0010468)	3/1079	9.115505e-01	9.151159e-01	0	0	5.410647e-01	5.010708e-02	NFIA;WNT5A;PSEN1
GO_Biological_Process_2021	protein ubiquitination (GO:0016567)	1/525	9.305216e-01	9.329449e-01	0	0	3.735061e-01	2.689616e-02	UBE2S
GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	1/546	9.376443e-01	9.388636e-01	0	0	3.587249e-01	2.309635e-02	WNT5A
GO_Biological_Process_2021	regulation of transcription by RNA polymerase II (GO:0006357)	6/2206	9.706424e-01	9.706424e-01	0	0	5.135397e-01	1.530200e-02	MUC1;NFIA;WNT5A;PSEN1;FOXM1;LPIN1
